sea|C3|2.34|2016-03-11 17:08:31|5700|002
sea|C3|2.34|2016-03-11 17:08:31|5700|002
sea|C3|2.34|2016-03-11 17:08:31|5700|002
sea|C3|2.34|2016-03-11 17:08:31|5700|002
sea|C3|2.34|2016-03-11 17:08:31|5700|002
sea|C3|2.34|2016-03-11 17:08:31|5700|002
sea|C3|2.34|2016-03-11 17:10:00|5700|002
sea|C3|2.34|2016-03-11 17:10:00|5700|002
sea|C3|2.34|2016-03-11 17:10:00|5700|002
sea|C3|2.34|2016-03-11 17:10:00|5700|002
sea|C3|2.34|2016-03-11 17:10:00|5700|002
sea|C3|2.34|2016-03-11 17:10:01|5700|002
